Area_sqft,Bedrooms,Bathrooms,Age_years,Distance_to_City_km,Price_Lakhs
,2.0,,41.0,14.458929734206073,194.8726691775758
852.9573384193756,2.0,1.0,9.0,7.325752455916213,-20.290792025238165
980.6058948975233,,3.0,,1.6390263278056498,
2371.856112561465,4.0,3.0,27.0,9.66024241986784,151.09708408738922
1100.9686323794688,2.0,,29.0,,12.578184396165664
1514.841615151665,4.0,1.0,47.0,2.070879933579265,38.86222884548363
2034.6579847121743,4.0,2.0,,13.396792559569034,190.64960074670188
,4.0,,13.0,2.598752347734755,144.10889498485997
,2.0,,14.0,27.776162742775664,145.35342244486753
2247.8220685167344,5.0,1.0,23.0,21.024896326255114,
2034.6963348528684,,3.0,,35.80007404438774,141.79817069335138
1113.6456428764043,5.0,2.0,35.0,,136.27707911189464
1897.431333896609,5.0,3.0,33.0,,54.52169642772688
1657.1359972534335,,3.0,3.0,,-4.316743618874469
2840.576407690569,4.0,2.0,27.0,35.96818690520861,169.499206727027
2208.6495232384264,4.0,2.0,29.0,15.379984970555078,102.53520435146368
,3.0,3.0,20.0,23.808857691260048,
3729.3458541560713,,1.0,6.0,16.738292232835796,
1383.4539695077933,5.0,2.0,49.0,,79.91847931602578
900.8494276496065,5.0,2.0,38.0,37.70662074769518,89.05181642095769
1599.7620367793163,4.0,1.0,,,97.76725457744291
1734.2195597228222,2.0,1.0,,19.397154591128974,156.55368589496703
1084.4225078783604,4.0,3.0,,3.5174972308791697,
2081.102024549765,,1.0,31.0,,173.51793299576613
951.3984767584828,4.0,,13.0,5.6214049455522455,48.96152897217913
,2.0,3.0,13.0,1.951302807469101,63.7598594984884
,4.0,3.0,48.0,28.246350982623817,16.080606566245322
1298.3169809489461,5.0,2.0,30.0,,-1.870864940860244
1436.9852073434924,,1.0,,25.088713292592065,90.85521153041827
1081.2416385874733,5.0,,3.0,24.153267171334026,49.11356755384311
697.0186196412986,4.0,1.0,11.0,13.815283938391643,128.32123523930377
2127.618687362109,3.0,1.0,43.0,,124.32262765045064
1155.5655080765391,5.0,,,33.16179748675796,1.8922095710174247
2330.4762440739696,,,,13.74697858604487,135.9349250402105
1903.6540931053644,2.0,1.0,30.0,18.97194703818757,101.40973780766797
1342.62092664127,5.0,1.0,,26.046386440359704,126.46145031306247
,2.0,,0.0,31.48329208512226,45.24710139297183
1133.7690066397715,3.0,1.0,29.0,25.86720960073455,31.55039264206149
,1.0,2.0,24.0,7.131310216144525,70.25919161690439
2543.556679794093,5.0,1.0,15.0,21.663089871298972,225.08739152056464
1582.2206151149126,4.0,2.0,36.0,,128.83952190465868
2075.102771273316,,1.0,10.0,,120.65291320367932
866.3239754948862,,1.0,42.0,26.193533264747195,89.3422213226075
1590.517564798502,2.0,2.0,2.0,4.7992582778571755,74.2474722965991
2088.930969404289,,,,6.407614630506256,118.2138080821814
1332.494619033492,4.0,3.0,16.0,4.413146749164708,53.934954127054326
2015.557229460871,3.0,1.0,40.0,,185.16120885149633
957.7160439971167,3.0,3.0,15.0,21.447950561611403,90.40472282294077
,5.0,3.0,34.0,1.106499508912852,70.9817936309887
1689.700306039068,2.0,3.0,17.0,31.528230751274855,147.35075674032595
1310.4117827137238,3.0,1.0,7.0,23.177489782419496,51.61119457318952
,,1.0,,29.12016454112652,
,2.0,1.0,,19.74318180842498,
1856.1323177352592,3.0,2.0,,36.36088863072536,128.07410781837766
2799.1519636346575,2.0,2.0,11.0,33.09008833810599,191.3578710792197
3830.1824271645105,3.0,1.0,15.0,,232.8547216167545
1517.0710644549208,2.0,,31.0,10.523868368652487,19.329917645634275
1589.7747423193396,,2.0,8.0,5.9331866031887035,64.45536388171931
569.0121446041064,3.0,3.0,,33.87998294078909,-33.096443688126996
,3.0,,18.0,,-16.798516066242584
697.2951279920177,2.0,1.0,5.0,11.341700213194523,-5.842505497481774
1286.160200938098,5.0,1.0,23.0,29.317907548378102,-60.9713275653516
2121.4347748018686,5.0,2.0,4.0,13.011099456411682,
1132.3915219499618,4.0,2.0,,10.936229287330882,
1750.6244947837,4.0,,3.0,29.828167300846637,145.51107241978494
2006.3695269781851,1.0,1.0,40.0,,
,4.0,1.0,24.0,33.13092608660079,68.92342266013304
814.5257649526961,3.0,1.0,49.0,34.14132204335976,86.57308769198812
1333.762362324293,2.0,1.0,0.0,22.32354224346917,118.57916843995758
,1.0,3.0,13.0,11.060771806201293,195.41369908191794
487.4771185012645,4.0,2.0,42.0,24.615443091628944,91.91957441174861
1362.1069930669123,,2.0,,12.65797565090625,-63.106396872862604
1223.9459642559461,1.0,2.0,16.0,31.922597215824258,100.08586575041697
,,2.0,39.0,5.638151442522185,127.01641294181968
1874.1078085936151,4.0,3.0,49.0,13.728821802906804,126.05470859351071
,,,31.0,2.4820505456597046,134.2957139077074
1364.883803995421,1.0,,15.0,18.37258895505355,93.15429023452486
1906.1706649884102,,3.0,18.0,6.461876130770076,109.2882069811464
1749.8700724325865,1.0,2.0,20.0,,84.69790907775521
1737.1736489359002,1.0,2.0,28.0,14.873826957164281,
1218.038034236764,4.0,1.0,42.0,31.80491907398635,74.35946733542612
1001.3392656120496,3.0,1.0,0.0,33.318479531525334,-38.83440023876625
949.9784436896515,2.0,3.0,24.0,4.589297265057997,106.07430295197676
1121.7813953004384,5.0,1.0,22.0,27.076727687647548,29.036051087726186
4725.99309361869,2.0,,,14.426032884558799,474.7406795999998
1880.4746965641648,4.0,3.0,10.0,,106.9003561633177
1661.7344239284475,2.0,,49.0,30.421620014522762,129.86197888990344
1225.5224519021294,3.0,2.0,25.0,10.916418921744263,36.716554744303
2402.9850549662374,,,12.0,,132.50222952664828
,,3.0,,30.51402940098664,123.57367652426488
1322.9999436249134,,3.0,,14.632578852293106,104.08098636053063
1088.284297007167,4.0,2.0,8.0,16.30520110688218,35.385053187526985
1565.1074770789849,4.0,3.0,11.0,29.897870603306224,
2133.6493225271765,1.0,3.0,24.0,6.400152897065338,139.36738011766516
1666.3824886270586,2.0,1.0,4.0,,
1778.2743524550222,1.0,3.0,4.0,,51.239318774904675
1393.959938862187,4.0,,,33.920096624750826,114.02291795806065
1728.1354476011154,5.0,3.0,29.0,25.11574204125725,42.242533278046956
2272.2722257280693,5.0,2.0,28.0,1.2992954934281569,
,4.0,1.0,14.0,6.155190396504952,
1571.6538662539363,,1.0,36.0,30.26991181660882,78.97033903099563
,2.0,3.0,20.0,9.571985076682983,28.757066662548247
4809.146479876076,1.0,,42.0,1.6648933866875373,236.33711857511418
794.0555619643864,,,,29.79889478294257,
561.5656720630527,,2.0,,27.23051300580429,-32.775623213183735
,1.0,,33.0,,3.2851358456088064
,,,2.0,,65.10602711457042
1776.9280830016055,,,24.0,25.460331733330072,36.456544354423286
1234.662720113188,1.0,2.0,0.0,37.63601963792909,17.47308759152194
,4.0,3.0,37.0,,78.70952539794774
1428.4120128369063,2.0,2.0,,,161.86834694420062
1510.1579991173123,5.0,3.0,18.0,12.783626000941856,115.68310379039885
1403.0180647236689,,3.0,43.0,,63.79656945654823
1567.0133963733326,5.0,2.0,,19.40366784219123,123.34038351639646
1852.2370370218018,,1.0,0.0,15.359334934977465,55.694996477295774
1832.8267189561657,4.0,1.0,27.0,15.87223808497069,115.26313879101862
,3.0,1.0,18.0,20.814659643159683,-51.1532080973514
2261.8318882392637,4.0,,41.0,,117.6892901584689
952.4867712865413,4.0,2.0,,27.587470415002482,76.15443064648052
1539.6135070453063,,3.0,2.0,1.9801667297795658,
1362.8017132388236,5.0,2.0,28.0,24.31424327540548,62.85127334044964
975.5041613407564,4.0,,40.0,15.05762969270343,
1462.4397060130843,3.0,3.0,4.0,19.67707516657557,71.30069721652514
1129.5931133538008,3.0,,12.0,30.367173266572436,20.613158506368812
1536.453621638026,2.0,1.0,,2.384114610420762,70.4970913412446
1701.5429806096836,1.0,2.0,11.0,9.446391142972232,175.30648223822124
2235.9646844866356,2.0,3.0,41.0,20.946278637992783,49.42585181776497
1653.6921093137073,1.0,1.0,,25.07377498574978,-3.5043648662148854
,4.0,2.0,5.0,,141.71697776149776
1304.1900946401993,2.0,,47.0,8.607556873361235,
1569.9890530572818,4.0,,13.0,25.328346413488166,115.70299002666017
1546.7304147310756,3.0,3.0,25.0,29.226933369600427,53.1215271159337
2229.7946341142106,2.0,2.0,,,99.04312986957532
,5.0,1.0,27.0,18.390492102890207,
,,3.0,21.0,,46.80577275841881
1225.6789359069007,,1.0,41.0,10.845360920323122,-53.550153393842926
221.47269796607088,,1.0,9.0,39.43799950615625,
1225.53979333889,1.0,,45.0,25.408758098765514,119.44854036259461
1010.9711469578582,5.0,2.0,27.0,14.894165468667286,59.56525936409693
1322.5877709525907,2.0,,20.0,,4.448088208431059
1695.7921211750556,4.0,2.0,4.0,10.804548311439905,111.35102680112087
1588.596164599494,5.0,1.0,3.0,,74.9753093625353
1485.0159964762288,1.0,1.0,10.0,,7.280912898206097
,5.0,3.0,20.0,23.685340870402687,
1436.9411133845042,4.0,2.0,,26.806765125253104,-12.342572357499591
1598.5094662717381,2.0,2.0,2.0,1.9254158423346441,109.07641940284759
-115.52750395965609,,2.0,33.0,23.49598048777601,
1365.3532551246228,3.0,,29.0,23.67727986870015,96.07973858188849
1444.5746394734965,4.0,2.0,31.0,36.851363238855875,34.70580876521086
1329.369141896707,5.0,3.0,,10.030283652143702,4.725158185967743
1391.0268689485292,4.0,2.0,,2.6889086397717703,61.934610012331426
1851.655058903365,4.0,,13.0,37.88391850305455,75.87697559406594
1200.9473343295872,,2.0,46.0,22.970108777677925,
,4.0,3.0,8.0,5.057078761701445,
1844.148465111044,1.0,,49.0,13.720938724763542,165.36579787622884
1496.8463745430638,1.0,1.0,29.0,16.26831874316443,87.4174557200373
1396.6688484012168,1.0,2.0,16.0,30.95105406191927,12.52354120360922
1456.7388568089325,4.0,1.0,,,104.75876728015065
1042.3464650280107,,3.0,45.0,38.03900244770242,-21.34486369608939
1452.3987303709953,3.0,2.0,,,72.24041395965182
,1.0,,46.0,4.713434082057749,20.456760056643354
1789.7708077866148,4.0,,17.0,20.79376017600406,205.12475065082398
1789.8448895721667,1.0,3.0,4.0,23.766105061066312,93.79622160619397
1362.5612267170327,3.0,2.0,11.0,,18.52295336331382
791.9588737390349,1.0,2.0,,36.5725343980789,97.13497028963293
1165.4486868832773,,1.0,23.0,37.68279452373612,218.4689578619828
2306.096521406194,1.0,,37.0,,
1948.029156704974,,3.0,,26.06836936105908,
1684.809793152087,4.0,1.0,4.0,27.70039420826182,52.41233988212894
1119.352877619938,,,2.0,2.9101076371923176,67.77490681374498
1501.822577486889,5.0,2.0,19.0,11.311418847484163,26.427257076447184
872.165657168759,5.0,1.0,,10.931426813735488,-12.032774894845573
,,2.0,46.0,,50.57527547668785
1377.3983291574025,3.0,1.0,,7.652319245860966,14.624888801843717
1319.1800340673935,1.0,1.0,29.0,30.007061893638255,-22.618721680516458
1978.300965528006,1.0,2.0,12.0,17.299770470230538,64.42450660121594
790.6370429822738,4.0,1.0,26.0,11.566484819570313,138.35288766909756
,,,,,0.5229253616333693
812.6560144888904,2.0,2.0,48.0,12.784075783118027,98.96222913614646
881.323393656073,4.0,1.0,,31.16472073420347,19.407174418863832
,5.0,,16.0,30.572857917890953,
,2.0,3.0,39.0,15.68246042175515,
1876.9343894188182,1.0,3.0,45.0,13.710785933340455,65.07180868222108
,3.0,,,1.1369337600791356,110.01827891297356
1534.3941662629888,2.0,1.0,23.0,19.060138383226654,122.27146832178055
1661.288368998602,1.0,2.0,29.0,7.927752731308013,101.28134846615313
1282.9167398742045,5.0,3.0,3.0,,52.048978472139886
,3.0,2.0,0.0,25.016081497363675,
1402.8286366361824,,,28.0,5.897073651579022,
1797.035127619535,1.0,3.0,13.0,,90.23227022159178
1400.4438086213738,,2.0,42.0,28.861606910467927,116.75865640429924
1645.4371937124617,4.0,2.0,47.0,30.056504757191462,115.73089271134886
1639.8313350789808,,2.0,41.0,38.127047785271074,10.789781352527186
1624.9849697277655,,2.0,23.0,36.41659451919217,104.43703757848785
,4.0,2.0,10.0,21.09056336720767,30.796677214483985
,4.0,3.0,16.0,37.87530552062214,144.03818241924253
1340.521505450202,5.0,1.0,29.0,14.350329491514126,81.20119507654465
1815.244015244959,,2.0,16.0,22.47083315373828,130.52170254232323
423.75327779384793,,3.0,48.0,22.224685663048515,
767.4418889725246,1.0,2.0,7.0,1.868623559417952,33.1848560433516
,,3.0,46.0,2.380341056082355,85.37854159336514
2431.4637925526144,5.0,,46.0,,
1917.5293734056183,3.0,1.0,2.0,37.32037694197218,178.7473554819004
1158.7745329000097,,,38.0,36.26673719904815,82.40948340595482
653.9737923110221,,1.0,,25.82682232092332,79.84526757038768
1871.343110580809,4.0,2.0,38.0,3.595829952212669,52.928898282960795
,3.0,1.0,43.0,38.14851709006312,
1795.3521089471926,3.0,3.0,1.0,3.5768755030207884,122.03250156570175
1557.6493611053954,,,36.0,20.72218275450126,41.02421941408227
,2.0,2.0,31.0,,1.5285892483645824
2979.312722946588,3.0,,31.0,,159.6433573674248
1496.9350194772105,1.0,2.0,32.0,37.095075454093475,
,4.0,2.0,12.0,14.400718312916885,0.1167645606579697
1439.275662297989,,2.0,,,117.16606237274091
1208.2316416461715,,3.0,6.0,22.19539380883388,35.55409294549513
1995.0664473576562,2.0,,18.0,,116.70006585751779
,,3.0,19.0,22.36921582006565,105.60070760812215
,2.0,2.0,33.0,14.570277341581491,33.95687978763221
1642.3015149067783,3.0,3.0,39.0,37.242600823743274,123.08412260602094
2109.4929310662133,2.0,2.0,45.0,,
1710.0897984941807,1.0,2.0,34.0,,193.06441373382108
893.3076095261764,1.0,3.0,,,-11.314151336511472
836.7561074730296,,3.0,1.0,,21.321792558134618
2204.1845730384507,4.0,1.0,,35.779087406431,95.99598060393348
1195.644598367779,1.0,2.0,20.0,13.402734969712837,
839.698710105174,,,,1.2199967797342808,9.981916078819495
1165.1907000651208,4.0,1.0,20.0,,88.92965890254912
2132.3126434840037,4.0,3.0,24.0,20.252052878746927,184.84756550120156
789.8935005257439,3.0,3.0,44.0,14.11631049670392,-23.8121532126028
1066.7523981201953,4.0,1.0,,26.684320917747993,
,5.0,2.0,49.0,13.93454801632794,197.43135526719846
874.4050632634024,5.0,,42.0,13.801527509789484,70.56113205000892
907.8363307441681,1.0,3.0,,35.94028818615035,90.98666792987237
740.9460123681707,5.0,3.0,7.0,12.340357453553537,-12.766287653966103
,5.0,3.0,,24.0940734515731,
,3.0,1.0,,21.295599473136786,22.449075057142785
,4.0,2.0,16.0,11.09816980281092,85.4729152086407
673.1510805161795,1.0,3.0,24.0,,35.75950517598349
,2.0,2.0,42.0,14.81643456965038,114.67492861914869
835.4605854139197,2.0,3.0,43.0,13.43395107718196,129.76674972387758
1639.0168560114355,3.0,,,15.023428419631932,67.57178701446949
962.6167034405623,1.0,3.0,19.0,32.69908058676252,-20.965212370186663
1834.1584333707638,5.0,,24.0,21.80999441153489,
1977.9161775835823,5.0,2.0,,38.97900322684565,163.2987964221477
1061.1932066861723,2.0,,,12.789789826384037,143.62678750149468
538.1421351514371,5.0,3.0,33.0,10.675274400524607,6.896300632129485
1847.8936595698037,1.0,2.0,,,114.77235011747942
,5.0,3.0,,34.64700762133691,95.13166665961623
1707.847269946217,2.0,1.0,0.0,19.637717061618467,215.2132684228904
1580.272210739859,5.0,3.0,14.0,12.533671011792856,102.37645799730075
1909.8803048050945,1.0,3.0,12.0,2.088903851285359,
,1.0,1.0,22.0,25.293248791272877,98.83025350682868
1085.505583119495,5.0,3.0,22.0,12.638522557653404,43.28593162145927
,4.0,2.0,4.0,26.39586932832368,115.63068216580868
,3.0,3.0,41.0,,8.516731626163562
,,1.0,,21.200995877535348,130.15302246107467
2158.3027979317762,1.0,1.0,2.0,6.341942352677011,138.88335051111426
1147.8289264356208,2.0,3.0,3.0,26.511099821588857,112.0100083094355
,4.0,3.0,25.0,29.718196365104788,166.20354393394564
1671.318990684614,2.0,3.0,19.0,32.25226128634632,29.068458254697582
1436.7812181451827,2.0,3.0,7.0,31.937655006592827,
2087.955385917304,2.0,1.0,,35.236258959517656,
1840.0357664337148,4.0,1.0,8.0,34.607483317955406,135.7757107819024
,2.0,2.0,4.0,32.595338101265895,
1820.1093402099236,5.0,3.0,30.0,10.729550652372449,29.500177538471803
2187.4953157470995,1.0,1.0,46.0,35.14625999325178,30.178810149173813
1434.7776555076882,3.0,,34.0,19.94412922102249,86.32287517358648
,3.0,,35.0,6.273364711096403,107.98829736392406
1165.1764261782378,4.0,1.0,,32.57618368810858,-86.61398267550477
,,,35.0,,39.361805523703
1843.100343026455,,2.0,4.0,18.096035472505402,
1091.165850210626,5.0,2.0,10.0,28.829576481329102,
826.82121963138,1.0,2.0,,5.208652516467668,-12.391363217246614
,5.0,3.0,43.0,,43.791392595468196
810.137510670625,3.0,,47.0,,1.044829828217022
1761.609220641316,3.0,2.0,21.0,,123.44340828687855
1286.6551150030994,1.0,2.0,32.0,34.74124319379611,68.51195893652991
622.2990777245967,,1.0,29.0,34.71792674355498,44.67945733633072
1325.696242630745,,2.0,48.0,6.457826590524499,72.437070234344
,4.0,2.0,48.0,13.12800469076294,108.11974273851267
,5.0,,36.0,18.57213753295025,278.85503360412264
,3.0,2.0,42.0,5.808913395048899,
2434.3632284199043,5.0,,9.0,,151.80292907809005
1240.6480742305002,4.0,2.0,36.0,,139.95875063318718
1468.8007257088468,2.0,2.0,33.0,24.67786684588066,
1448.5446928686647,1.0,1.0,49.0,7.576277463381703,133.6980059976241
,3.0,3.0,24.0,6.982468139514275,47.148750539801725
1571.21279250647,3.0,2.0,21.0,28.286723243217825,8.06561284146484
,2.0,3.0,6.0,36.74909889919585,113.11202339979758
2170.049351768217,3.0,,29.0,1.0486673788098495,
715.3719363027683,3.0,2.0,9.0,30.840266341341735,147.7694719836121
1244.8285630969397,,,2.0,1.4289356685937702,172.17213542910252
1276.1142873238784,4.0,1.0,16.0,37.696636682466675,-4.502692418855759
1968.925148680853,1.0,3.0,35.0,14.543950649212931,68.24445662382674
1321.6684694633282,4.0,2.0,,31.009037090097063,116.07063599461134
552.4122034603406,2.0,2.0,21.0,,
1543.8652319332882,5.0,3.0,3.0,15.364082262540684,1.5703579117363802
1483.1553842295305,,2.0,40.0,16.07197322223228,79.0327716627128
1589.8757828856576,,,4.0,27.734537040649684,
,3.0,3.0,,35.43590656936999,
2359.517340542252,,2.0,42.0,32.52026134319448,85.44265414824609
1338.0701081073269,5.0,3.0,1.0,14.44106340349078,
1405.8515707531665,5.0,3.0,13.0,30.7321399867543,113.99219497459573
1049.9957150954197,5.0,1.0,1.0,7.607269859570814,35.65934439328831
1034.4989980626383,3.0,,39.0,1.0356356407985012,
888.6315201256073,1.0,3.0,,27.876555660165305,-38.23997631444404
,4.0,1.0,7.0,4.2825622476172125,130.93950971189452
,3.0,1.0,,16.745193683833655,39.33696368259342
2528.2336706126107,1.0,3.0,27.0,32.939298438545606,87.33094921793362
555.7538098065924,5.0,3.0,27.0,15.999120011603718,-4.4976287225445475
,2.0,1.0,,3.0587842669226877,1.1503691398933213
1299.2927857714926,2.0,1.0,34.0,1.6999540619941857,185.93502594068408
1836.7456390491625,3.0,,27.0,,97.50714262920125
,4.0,1.0,,,70.4132905249323
,4.0,3.0,47.0,,
,,2.0,25.0,,
1529.6455669473535,2.0,2.0,25.0,,115.74225398818643
2372.0205435054168,5.0,2.0,20.0,17.86096463714929,185.655869840831
1016.127802150261,4.0,,,,
1709.7838379476973,4.0,,46.0,30.467045904595743,
1603.46375964163,2.0,,41.0,28.05123702718729,132.7796352812846
374.23250700606513,5.0,,44.0,9.290259226450333,42.45152718947041
1205.5147267646605,1.0,2.0,,13.661486363756634,77.63903199385719
2065.5759526529946,1.0,3.0,15.0,38.5097725067942,136.13278617992657
1567.5388362423494,1.0,1.0,41.0,5.534286699324128,13.516013894619434
893.8655185519682,1.0,,7.0,32.812798290429996,53.57976568468195
1845.3886364578213,2.0,3.0,,26.377333895752386,125.30467250687272
1260.4385273428236,1.0,3.0,25.0,9.754411621919921,149.63278446711712
1680.0253640404185,2.0,1.0,4.0,23.201954370367343,33.23130755430394
5075.228671256958,4.0,3.0,23.0,23.45515534887844,326.0957848152424
940.6521994272135,2.0,2.0,38.0,2.833821644423072,35.9436558946179
1894.9140173671494,,2.0,,27.854294716343926,35.72823487767158
,3.0,1.0,48.0,2.9878007641842106,
,4.0,3.0,22.0,,158.29967847661027
1058.5855061389816,5.0,2.0,43.0,,
,3.0,3.0,42.0,,19.738678997158573
1554.7015782206313,2.0,2.0,40.0,38.754731229746135,96.30238402504249
1113.70813381378,,3.0,29.0,3.650519453996753,
1872.409656197558,5.0,1.0,9.0,,-7.152608723909168
1625.7320920217971,,3.0,4.0,,71.72424765328515
1152.6008924472485,5.0,,8.0,17.01418439116119,105.44575092522693
1944.4964587974277,,1.0,39.0,7.7492116812356855,
2080.5341788232417,1.0,1.0,36.0,29.937167027815455,-7.461628276478024
,,,41.0,29.661880925897194,
,3.0,1.0,35.0,26.884707804083277,76.09637168979845
613.1143233718242,5.0,2.0,24.0,13.168816498259671,
1296.2437038042656,,2.0,44.0,18.722139315128747,56.330069901655
1354.2466437173175,5.0,2.0,26.0,1.4801973437965876,123.04210555950252
,2.0,,8.0,14.179035159257579,7.553357278307004
1415.7867841847637,2.0,,43.0,20.012601852067217,33.45729558783423
1622.0134690702473,3.0,2.0,27.0,11.049977669696128,71.93871958368055
2267.0451446519323,5.0,1.0,,22.973603069055333,
1235.0429506831617,2.0,1.0,37.0,,-57.8590892235527
1254.5138587170766,5.0,,44.0,26.27514720259119,103.66647860788561
,2.0,1.0,5.0,23.59390494209917,
,5.0,1.0,44.0,,
1988.4064912348051,3.0,3.0,,8.580201773677825,
624.4648254038152,3.0,,,30.614108733028583,-14.90555820084559
1167.0715164903063,4.0,,47.0,35.08952315087708,
1517.9702512519593,2.0,3.0,25.0,2.6410257509441974,94.16618594530614
1925.0514417622185,1.0,1.0,,,48.60686167936676
1691.4351195134327,4.0,,7.0,14.553355779834366,184.0288621633254
1662.7318140910652,,2.0,26.0,,38.66085197605081
1387.8436070145494,,2.0,32.0,31.140078466944594,48.74858852475631
1740.9371285093575,3.0,2.0,5.0,35.26130695096089,
2007.1519417667305,1.0,,38.0,30.868165640201738,107.33080076308542
645.5041117253984,3.0,3.0,18.0,29.260052252103765,35.50451124037514
,4.0,1.0,13.0,14.811978031775118,110.83744516168682
3061.240456780249,4.0,3.0,12.0,10.550219236332609,423.5096476152687
1235.0055678927429,3.0,2.0,4.0,20.384523898866107,69.80913482615718
278.46210706034253,5.0,,41.0,4.924432160781215,30.728099833423737
809.8243381728504,2.0,2.0,5.0,25.927339387579416,65.87499979252239
6104.012185726944,5.0,,27.0,24.791542103491725,
1155.7257337682229,4.0,1.0,22.0,36.18463048010089,120.57882820940722
957.615614373459,2.0,,22.0,,52.612171961759145
1271.7870219282038,5.0,,32.0,38.67866018590238,145.72966505647793
3628.842360815207,,3.0,38.0,3.6588999701451645,243.3705817028948
1562.1793163094576,,1.0,13.0,,
2258.486839123306,3.0,3.0,,13.221573637972057,144.86900526748772
1206.6920245738931,,2.0,,29.494698103837354,
,,2.0,39.0,22.845398296969297,193.79755105674994
926.3814293798823,1.0,,43.0,39.302360979546556,31.802614281427907
2260.0832211032657,,3.0,44.0,19.416014857343225,224.88755592221708
1594.521721207055,2.0,3.0,36.0,5.629977344210499,85.50782900219538
,,2.0,,25.49462233801489,6.6328157772281315
1952.1531100673212,4.0,2.0,15.0,18.183869377614222,90.89471049300849
2099.9938242913067,4.0,3.0,33.0,13.935810184857806,
,,1.0,5.0,24.581723675776292,16.120061091880537
2711.0021103005643,2.0,,,34.08264117971036,290.7228333990931
2392.5844067582375,,2.0,,10.459945151032787,158.91835595568432
1655.0612603132631,4.0,1.0,,27.31365054159653,137.4065944290499
2085.2271486807267,4.0,2.0,25.0,29.673377153368826,167.39395254748587
1224.5533974414288,2.0,,43.0,38.54591880459062,70.28784960003065
1300.6880376330498,3.0,1.0,36.0,9.453763976532764,65.9296973695572
1555.2265546452827,2.0,3.0,8.0,21.047967444971302,102.1371413238233
2056.70083901794,3.0,3.0,7.0,28.318687987747413,108.59539908851107
1571.4950140835806,3.0,2.0,37.0,2.9109290554349747,
871.5830937331592,5.0,2.0,21.0,34.931688829447765,
1630.9945983916705,3.0,1.0,39.0,14.301445116474856,69.68712775955504
2314.7670972553833,2.0,3.0,34.0,27.354442759626345,156.1200384165683
1532.9031412314157,1.0,3.0,11.0,16.763698482761406,
1564.6927618882412,4.0,3.0,36.0,36.01483392965108,129.85223085698007
